source,target,source_genesymbol,target_genesymbol,is_directed,is_stimulation,is_inhibition,consensus_direction,consensus_stimulation,consensus_inhibition,curation_effort,references,sources,n_sources,n_primary_sources,n_references,references_stripped
P0DP25,P48995,CALM3,TRPC1,True,False,True,True,False,True,3,TRIP:11290752;TRIP:11983166;TRIP:12601176,TRIP,1,1,3,11290752;11983166;12601176
P0DP23,P48995,CALM1,TRPC1,True,False,True,True,False,True,3,TRIP:11290752;TRIP:11983166;TRIP:12601176,TRIP,1,1,3,11290752;11983166;12601176
P0DP24,P48995,CALM2,TRPC1,True,False,True,True,False,True,3,TRIP:11290752;TRIP:11983166;TRIP:12601176,TRIP,1,1,3,11290752;11983166;12601176
Q03135,P48995,CAV1,TRPC1,True,True,False,True,True,False,15,DIP:19897728;HINT:12732636;HINT:19897728;HPRD:12732636;IntAct:19897728;Lit-BM-17:10980191;Lit-BM-17:19052258;Lit-BM-17:19897728;TRIP:12732636;TRIP:14551243;TRIP:16822931;TRIP:18430726;TRIP:19052258;TRIP:19351713;TRIP:19897728,DIP;HINT;HPRD;IntAct;Lit-BM-17;TRIP,6,6,8,10980191;12732636;14551243;16822931;18430726;19052258;19351713;19897728
P14416,P48995,DRD2,TRPC1,True,True,False,True,True,False,1,TRIP:18261457,TRIP,1,1,1,18261457
Q99750,P48995,MDFI,TRPC1,True,False,True,True,False,True,3,HPRD:14530267;TRIP:14530267;TRIP:23770672,HPRD;TRIP,2,2,2,14530267;23770672
Q14571,P48995,ITPR2,TRPC1,True,True,False,True,True,False,13,HPRD:10970773;HPRD:11336651;TRIP:10970773;TRIP:11336651;TRIP:12196544;TRIP:15121806;TRIP:16870612;TRIP:16905188;TRIP:17681754;TRIP:18068335;TRIP:18191041;TRIP:18249094;TRIP:23228564,HPRD;TRIP,2,2,11,10970773;11336651;12196544;15121806;16870612;16905188;17681754;18068335;18191041;18249094;23228564
P29966,P48995,MARCKS,TRPC1,True,False,True,True,False,True,1,TRIP:24022404,TRIP,1,1,1,24022404
Q13255,P48995,GRM1,TRPC1,True,True,False,True,True,False,1,TRIP:14614461,TRIP,1,1,1,14614461
Q13586,P48995,STIM1,TRPC1,True,True,False,True,True,False,24,HINT:19897728;HINT:21408196;IntAct:19897728;IntAct:21408196;TRIP:16870612;TRIP:16906149;TRIP:17224452;TRIP:17892531;TRIP:18249094;TRIP:18326500;TRIP:18430726;TRIP:18644792;TRIP:18802022;TRIP:19332490;TRIP:19897728;TRIP:20194530;TRIP:20488539;TRIP:22446186;TRIP:22592407;TRIP:23034388;TRIP:23395841;TRIP:23686296;TRIP:24464579;TRIP:25013939,HINT;IntAct;TRIP,3,3,21,16870612;16906149;17224452;17892531;18249094;18326500;18430726;18644792;18802022;19332490;19897728;20194530;20488539;21408196;22446186;22592407;23034388;23395841;23686296;24464579;25013939
P48995,Q13507,TRPC1,TRPC3,True,True,False,True,True,False,15,BioGRID:10199829;BioGRID:9215637;HPRD:12032305;HPRD:9215637;TRIP:10882720;TRIP:12857742;TRIP:15834157;TRIP:15972814;TRIP:17486119;TRIP:18215135;TRIP:19260825;TRIP:19502552;TRIP:21996795;TRIP:24613381;TRIP:9215637,BioGRID;HPRD;TRIP,3,3,13,10199829;10882720;12032305;12857742;15834157;15972814;17486119;18215135;19260825;19502552;21996795;24613381;9215637
Q13507,P48995,TRPC3,TRPC1,True,True,False,True,True,False,15,BioGRID:10199829;BioGRID:9215637;HPRD:12032305;HPRD:9215637;TRIP:10882720;TRIP:12857742;TRIP:15834157;TRIP:15972814;TRIP:17486119;TRIP:18215135;TRIP:19260825;TRIP:19502552;TRIP:21996795;TRIP:24613381;TRIP:9215637,BioGRID;HPRD;TRIP,3,3,13,10199829;10882720;12032305;12857742;15834157;15972814;17486119;18215135;19260825;19502552;21996795;24613381;9215637
P48995,Q9UBN4,TRPC1,TRPC4,True,True,False,True,True,False,15,HPRD:12032305;Lit-BM-17:12032305;Lit-BM-17:12857742;TRIP:11301024;TRIP:12377790;TRIP:12857742;TRIP:16270640;TRIP:16418302;TRIP:16818374;TRIP:17416589;TRIP:17892531;TRIP:19307462;TRIP:19812031;TRIP:22144671;TRIP:22534489,HPRD;Lit-BM-17;TRIP,3,3,13,11301024;12032305;12377790;12857742;16270640;16418302;16818374;17416589;17892531;19307462;19812031;22144671;22534489
Q9UBN4,P48995,TRPC4,TRPC1,True,True,False,True,True,False,15,HPRD:12032305;Lit-BM-17:12032305;Lit-BM-17:12857742;TRIP:11301024;TRIP:12377790;TRIP:12857742;TRIP:16270640;TRIP:16418302;TRIP:16818374;TRIP:17416589;TRIP:17892531;TRIP:19307462;TRIP:19812031;TRIP:22144671;TRIP:22534489,HPRD;Lit-BM-17;TRIP,3,3,13,11301024;12032305;12377790;12857742;16270640;16418302;16818374;17416589;17892531;19307462;19812031;22144671;22534489
P48995,Q9UL62,TRPC1,TRPC5,True,True,False,True,True,False,11,HPRD:11301024;HPRD:12032305;HPRD:12857742;Lit-BM-17:12032305;Lit-BM-17:12857742;TRIP:11301024;TRIP:12377790;TRIP:12857742;TRIP:16270640;TRIP:18356201;TRIP:21968068,HPRD;Lit-BM-17;TRIP,3,3,7,11301024;12032305;12377790;12857742;16270640;18356201;21968068
Q9UL62,P48995,TRPC5,TRPC1,True,True,False,True,True,False,11,HPRD:11301024;HPRD:12032305;HPRD:12857742;Lit-BM-17:12032305;Lit-BM-17:12857742;TRIP:11301024;TRIP:12377790;TRIP:12857742;TRIP:16270640;TRIP:18356201;TRIP:21968068,HPRD;Lit-BM-17;TRIP,3,3,7,11301024;12032305;12377790;12857742;16270640;18356201;21968068
P48995,Q9Y210,TRPC1,TRPC6,True,False,True,True,False,True,7,TRIP:12857742;TRIP:16418302;TRIP:18191041;TRIP:20660561,TRIP,1,1,4,12857742;16418302;18191041;20660561
P48995,Q13563,TRPC1,PKD2,True,True,False,True,True,False,13,HINT:10097141;HINT:25114176;HPRD:10097141;IntAct:10097141;IntAct:25114176;Lit-BM-17:10097141;TRIP:10097141;TRIP:14530267;TRIP:18323855;TRIP:19193631;TRIP:19850920;TRIP:20682256;TRIP:25114176,HINT;HPRD;IntAct;Lit-BM-17;TRIP,5,5,7,10097141;14530267;18323855;19193631;19850920;20682256;25114176
Q13563,P48995,PKD2,TRPC1,True,True,False,True,True,False,13,HINT:10097141;HINT:25114176;HPRD:10097141;IntAct:10097141;IntAct:25114176;Lit-BM-17:10097141;TRIP:10097141;TRIP:14530267;TRIP:18323855;TRIP:19193631;TRIP:19850920;TRIP:20682256;TRIP:25114176,HINT;HPRD;IntAct;Lit-BM-17;TRIP,5,5,7,10097141;14530267;18323855;19193631;19850920;20682256;25114176
P48995,Q9HBA0,TRPC1,TRPV4,True,True,False,True,True,False,5,TRIP:20093626;TRIP:20705915;TRIP:21871867;TRIP:25114176;TRIP:25139746,TRIP,1,1,5,20093626;20705915;21871867;25114176;25139746
Q9HBA0,P48995,TRPV4,TRPC1,True,True,False,True,True,False,5,TRIP:20093626;TRIP:20705915;TRIP:21871867;TRIP:25114176;TRIP:25139746,TRIP,1,1,5,20093626;20705915;21871867;25114176;25139746
P48995,Q9H1D0,TRPC1,TRPV6,True,False,True,True,False,True,3,TRIP:22932896;TRIP:25172921,TRIP,1,1,2,22932896;25172921
P0DP25,Q13507,CALM3,TRPC3,True,False,True,True,False,True,4,TRIP:11248050;TRIP:11290752;TRIP:12601176;TRIP:18215135,TRIP,1,1,4,11248050;11290752;12601176;18215135
P0DP23,Q13507,CALM1,TRPC3,True,False,True,True,False,True,6,CellTalkDB:11248050;HPRD:15104175;TRIP:11248050;TRIP:11290752;TRIP:12601176;TRIP:18215135,CellTalkDB;Fantom5_LRdb;HPRD;HPRD_LRdb;LRdb;TRIP;iTALK,7,5,5,11248050;11290752;12601176;15104175;18215135
P0DP24,Q13507,CALM2,TRPC3,True,False,True,True,False,True,4,TRIP:11248050;TRIP:11290752;TRIP:12601176;TRIP:18215135,TRIP,1,1,4,11248050;11290752;12601176;18215135
P41180,Q13507,CASR,TRPC3,True,True,False,True,True,False,1,TRIP:22778254,TRIP,1,1,1,22778254
P19235,Q13507,EPOR,TRPC3,True,True,False,True,True,False,3,TRIP:18276585;TRIP:19074769;TRIP:21757714,TRIP,1,1,3,18276585;19074769;21757714
Q86YM7,Q13507,HOMER1,TRPC3,True,True,False,True,True,False,1,TRIP:16887806,TRIP,1,1,1,16887806
Q14643,Q13507,ITPR1,TRPC3,True,True,False,True,True,False,10,HPRD:11524429;HPRD:12606542;HPRD:15104175;HPRD:15623527;HPRD:9853757;TRIP:10518223;TRIP:18205297;TRIP:20022948;TRIP:20378853;TRIP:23045459,HPRD;TRIP,2,2,10,10518223;11524429;12606542;15104175;15623527;18205297;20022948;20378853;23045459;9853757
Q14573,Q13507,ITPR3,TRPC3,True,True,False,True,True,False,8,HINT:10611319;HINT:11290752;HPRD:11524429;HPRD:15623527;TRIP:10611319;TRIP:11248050;TRIP:11290752;TRIP:16887806,HINT;HPRD;TRIP,3,3,6,10611319;11248050;11290752;11524429;15623527;16887806
Q12797,Q13507,ASPH,TRPC3,True,True,False,True,True,False,1,TRIP:15302852,TRIP,1,1,1,15302852
Q96D31,Q13507,ORAI1,TRPC3,True,True,False,True,True,False,5,DIP:17360584;HPRD:17360584;TRIP:17360584;TRIP:18287061;TRIP:20022948,DIP;HPRD;TRIP,3,3,3,17360584;18287061;20022948
Q13976,Q13507,PRKG1,TRPC3,True,False,True,True,False,True,7,HPRD:14983059;KEA:14983059;ProtMapper:14983059;ProtMapper:16331690;SIGNOR:14983059;SIGNOR:16331690;TRIP:14983059,HPRD;HPRD_KEA;HPRD_MIMP;KEA;MIMP;PhosphoPoint;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;PhosphoSite_noref;ProtMapper;SIGNOR;SIGNOR_ProtMapper;TRIP;iPTMnet,15,8,2,14983059;16331690
Q9Y225,Q13507,RNF24,TRPC3,True,False,True,True,False,True,1,TRIP:17850865,TRIP,1,1,1,17850865
P12931,Q13507,SRC,TRPC3,True,True,False,True,True,False,1,TRIP:16407161,TRIP,1,1,1,16407161
Q8TD43,Q13507,TRPM4,TRPC3,True,False,True,True,False,True,2,TRIP:18262493,TRIP,1,1,1,18262493
Q13563,Q13507,PKD2,TRPC3,True,True,False,True,True,False,1,TRIP:19812035,TRIP,1,1,1,19812035
Q96J92,Q13507,WNK4,TRPC3,True,False,True,True,False,True,1,TRIP:21670282,TRIP,1,1,1,21670282
P06241,Q9UBN4,FYN,TRPC4,True,False,False,False,False,False,3,TRIP:16144838;TRIP:18048348;dbPTM:16144838,TRIP;dbPTM,2,2,2,16144838;18048348
O14745,Q9UBN4,NHERF1,TRPC4,True,True,False,True,True,False,5,HPRD:10980202;TRIP:10980202;TRIP:12154080;TRIP:15540229;TRIP:18048348,HPRD;TRIP,2,2,4,10980202;12154080;15540229;18048348
Q9Y225,Q9UBN4,RNF24,TRPC4,True,False,True,True,False,True,1,TRIP:17850865,TRIP,1,1,1,17850865
Q9NZU7,Q9UL62,CABP1,TRPC5,True,False,True,True,False,True,1,TRIP:15895247,TRIP,1,1,1,15895247
P62166,Q9UL62,NCS1,TRPC5,True,True,False,True,True,False,1,TRIP:16469785,TRIP,1,1,1,16469785
Q86VW0,Q9UL62,SESTD1,TRPC5,True,True,False,True,True,False,1,TRIP:20164195,TRIP,1,1,1,20164195
Q9UL62,Q9Y210,TRPC5,TRPC6,True,False,True,True,False,True,5,TRIP:12857742;TRIP:18356201;TRIP:20660561,TRIP,1,1,3,12857742;18356201;20660561
P0DP25,Q9Y210,CALM3,TRPC6,True,True,False,True,True,False,3,TRIP:12379180;TRIP:15994335;TRIP:19932145,TRIP,1,1,3,12379180;15994335;19932145
P0DP23,Q9Y210,CALM1,TRPC6,True,True,False,True,True,False,3,TRIP:12379180;TRIP:15994335;TRIP:19932145,TRIP,1,1,3,12379180;15994335;19932145
P0DP24,Q9Y210,CALM2,TRPC6,True,True,False,True,True,False,3,TRIP:12379180;TRIP:15994335;TRIP:19932145,TRIP,1,1,3,12379180;15994335;19932145
P06241,Q9Y210,FYN,TRPC6,True,True,False,True,True,False,4,HPRD:14761972;SIGNOR:21471003;SPIKE_LC:16713569;TRIP:14761972,HPRD;PhosphoPoint;SIGNOR;SPIKE_LC;TRIP,5,4,3,14761972;16713569;21471003
P20591,Q9Y210,MX1,TRPC6,True,True,False,True,True,False,5,HPRD:15757897;Lit-BM-17:15757897;SPIKE_LC:15757897;SPIKE_LC:17145710;TRIP:15757897,HPRD;Lit-BM-17;SPIKE_LC;TRIP;Wang,5,4,2,15757897;17145710
P17612,Q9Y210,PRKACA,TRPC6,True,False,False,False,False,False,4,PhosphoSite:19961855;PhosphoSite:23645677;TRIP:22001259;TRIP:23645677,PhosphoSite;PhosphoSite_ProtMapper;ProtMapper;TRIP,4,3,3,19961855;22001259;23645677
Q13976,Q9Y210,PRKG1,TRPC6,True,False,True,True,False,True,4,ProtMapper:21402151;SIGNOR:19961855;TRIP:18617565;TRIP:24740790,MIMP;PhosphoSite_MIMP;PhosphoSite_ProtMapper;PhosphoSite_noref;ProtMapper;REACH_ProtMapper;SIGNOR;Sparser_ProtMapper;TRIP;iPTMnet;phosphoELM_MIMP,11,5,4,18617565;19961855;21402151;24740790
Q9Y225,Q9Y210,RNF24,TRPC6,True,False,True,True,False,True,2,Lit-BM-17:17850865;TRIP:17850865,Lit-BM-17;TRIP,2,2,1,17850865
Q96H20,Q9Y210,SNF8,TRPC6,True,True,False,True,True,False,1,TRIP:23171048,TRIP,1,1,1,23171048
P12931,Q9Y210,SRC,TRPC6,True,True,False,True,True,False,4,HPRD:14761972;ProtMapper:21471003;SIGNOR:21471003;TRIP:14761972,HPRD;PhosphoPoint;ProtMapper;REACH_ProtMapper;SIGNOR;TRIP,6,5,2,14761972;21471003
Q13976,Q9HCX4,PRKG1,TRPC7,True,True,False,True,True,False,3,ProtMapper:21402151;SIGNOR:21402151;TRIP:21402151,ProtMapper;SIGNOR;SIGNOR_ProtMapper;TRIP;iPTMnet,5,4,1,21402151
Q13563,Q9HCX4,PKD2,TRPC7,True,True,False,True,True,False,1,TRIP:19812035,TRIP,1,1,1,19812035
P0DP25,Q8NER1,CALM3,TRPV1,True,True,False,True,True,False,4,TRIP:12808128;TRIP:14699077;TRIP:19864432;TRIP:23109716,TRIP,1,1,4,12808128;14699077;19864432;23109716
P0DP23,Q8NER1,CALM1,TRPV1,True,True,False,True,True,False,5,HPRD:12808128;TRIP:12808128;TRIP:14699077;TRIP:19864432;TRIP:23109716,HPRD;TRIP,2,2,4,12808128;14699077;19864432;23109716
P0DP24,Q8NER1,CALM2,TRPV1,True,True,False,True,True,False,4,TRIP:12808128;TRIP:14699077;TRIP:19864432;TRIP:23109716,TRIP,1,1,4,12808128;14699077;19864432;23109716
P21554,Q8NER1,CNR1,TRPV1,True,False,True,True,False,True,1,TRIP:23142606,TRIP,1,1,1,23142606
Q00535,Q8NER1,CDK5,TRPV1,True,True,False,True,True,False,11,ProtMapper:23668392;ProtMapper:24359609;ProtMapper:26376215;ProtMapper:26894912;ProtMapper:28809765;ProtMapper:29352128;ProtMapper:29467671;SIGNOR:26894912;TRIP:17194758;TRIP:22451679;TRIP:23077056,ProtMapper;REACH_ProtMapper;RLIMS-P_ProtMapper;SIGNOR;Sparser_ProtMapper;TRIP,6,3,10,17194758;22451679;23077056;23668392;24359609;26376215;26894912;28809765;29352128;29467671
Q9UNN5,Q8NER1,FAF1,TRPV1,True,False,True,True,False,True,1,TRIP:16510717,TRIP,1,1,1,16510717
O95166,Q8NER1,GABARAP,TRPV1,True,True,False,True,True,False,1,TRIP:20179142,TRIP,1,1,1,20179142
Q9NQT8,Q8NER1,KIF13B,TRPV1,True,True,False,True,True,False,1,TRIP:23077056,TRIP,1,1,1,23077056
P0C851,Q8NER1,PIRT,TRPV1,True,True,False,True,True,False,1,TRIP:18455988,TRIP,1,1,1,18455988
P17612,Q8NER1,PRKACA,TRPV1,True,True,False,True,True,False,1,TRIP:12194871,HPRD_MIMP;MIMP;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;TRIP;iPTMnet,7,4,1,12194871
P12931,Q8NER1,SRC,TRPV1,True,True,False,True,True,False,10,PhosphoSite:16319926;ProtMapper:16319926;ProtMapper:17582331;ProtMapper:20043876;ProtMapper:24494677;ProtMapper:24717323;ProtMapper:25970319;ProtMapper:30292787;TRIP:15084474;TRIP:16319926,MIMP;NCI-PID_ProtMapper;PhosphoSite;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;REACH_ProtMapper;Sparser_ProtMapper;TRIP;Wang;iPTMnet,11,6,8,15084474;16319926;17582331;20043876;24494677;24717323;25970319;30292787
P04629,Q8NER1,NTRK1,TRPV1,True,True,False,True,True,False,1,TRIP:16319926,TRIP,1,1,1,16319926
P00533,Q8NET8,EGFR,TRPV3,True,True,False,True,True,False,1,TRIP:20403327,TRIP,1,1,1,20403327
P0DP25,Q9HBA0,CALM3,TRPV4,True,True,False,True,True,False,2,TRIP:12724311;TRIP:21837266,TRIP,1,1,2,12724311;21837266
P0DP23,Q9HBA0,CALM1,TRPV4,True,True,False,True,True,False,3,HPRD:12724311;TRIP:12724311;TRIP:21837266,HPRD;TRIP,2,2,2,12724311;21837266
P0DP24,Q9HBA0,CALM2,TRPV4,True,True,False,True,True,False,2,TRIP:12724311;TRIP:21837266,TRIP,1,1,2,12724311;21837266
P06241,Q9HBA0,FYN,TRPV4,True,True,False,True,True,False,3,HPRD:12538589;SPIKE_LC:16713569;TRIP:12538589,HPRD;PhosphoPoint;SPIKE_LC;TRIP,4,3,2,12538589;16713569
P08631,Q9HBA0,HCK,TRPV4,True,True,False,True,True,False,2,HPRD:12538589;TRIP:12538589,HPRD;PhosphoPoint;TRIP,3,3,1,12538589
Q14573,Q9HBA0,ITPR3,TRPV4,True,True,False,True,True,False,2,TRIP:18378772;TRIP:18826956,TRIP,1,1,2,18378772;18826956
P06239,Q9HBA0,LCK,TRPV4,True,True,False,True,True,False,2,HPRD:12538589;TRIP:12538589,HPRD;PhosphoPoint;TRIP,3,3,1,12538589
P07948,Q9HBA0,LYN,TRPV4,True,True,False,True,True,False,7,HPRD-phos:12538589;HPRD:12538589;KEA:12538589;ProtMapper:12538589;TRIP:12538589;TRIP:18234883;phosphoELM:12538589,HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;KEA;MIMP;PhosphoPoint;PhosphoSite_KEA;ProtMapper;TRIP;hprd_ProtMapper;iPTMnet;phosphoELM;phosphoELM_KEA;phosphoELM_MIMP,15,9,2,12538589;18234883
Q14244,Q9HBA0,MAP7,TRPV4,True,True,False,True,True,False,3,HPRD:14517216;Lit-BM-17:14517216;TRIP:14517216,HPRD;Lit-BM-17;TRIP,3,3,1,14517216
Q13438,Q9HBA0,OS9,TRPV4,True,True,True,True,True,True,3,HPRD:17932042;SIGNOR:17932042;TRIP:17932042,HPRD;SIGNOR;TRIP,3,3,1,17932042
Q9UKS6,Q9HBA0,PACSIN3,TRPV4,True,True,False,True,True,False,3,HPRD:16627472;TRIP:16627472;TRIP:18174177,HPRD;TRIP,2,2,2,16627472;18174177
P12931,Q9HBA0,SRC,TRPV4,True,True,False,True,True,False,7,HPRD:12538589;KEA:17570479;ProtMapper:12538589;ProtMapper:15268627;ProtMapper:28295351;TRIP:12538589;TRIP:19033444,HPRD;KEA;Li2012;NetworKIN_KEA;PhosphoPoint;ProtMapper;REACH_ProtMapper;Sparser_ProtMapper;TRIP,9,6,5,12538589;15268627;17570479;19033444;28295351
Q13563,Q9HBA0,PKD2,TRPV4,True,True,False,True,True,False,5,TRIP:18695040;TRIP:20682256;TRIP:22518003;TRIP:23977387;TRIP:25114176,TRIP,1,1,5,18695040;20682256;22518003;23977387;25114176
Q9HBA0,Q13563,TRPV4,PKD2,True,True,False,False,False,False,4,TRIP:18695040;TRIP:20682256;TRIP:23977387;TRIP:25114176,TRIP,1,1,4,18695040;20682256;23977387;25114176
P07947,Q9HBA0,YES1,TRPV4,True,True,False,True,True,False,2,HPRD:12538589;TRIP:12538589,HPRD;PhosphoPoint;TRIP,3,3,1,12538589
Q5W0U4,Q9NQA5,BSPRY,TRPV5,True,False,True,True,False,True,1,TRIP:16380433,TRIP,1,1,1,16380433
P05937,Q9NQA5,CALB1,TRPV5,True,True,False,True,True,False,3,HPRD:16763551;SPIKE_LC:16763551;TRIP:16763551,HPRD;SPIKE_LC;TRIP,3,2,1,16763551
P0DP25,Q9NQA5,CALM3,TRPV5,True,False,True,True,False,True,3,TRIP:20686800;TRIP:20926660;TRIP:21576356,TRIP,1,1,3,20686800;20926660;21576356
P0DP23,Q9NQA5,CALM1,TRPV5,True,False,True,True,False,True,4,HINT:29584409;TRIP:20686800;TRIP:20926660;TRIP:21576356,HINT;TRIP,2,2,4,20686800;20926660;21576356;29584409
P0DP24,Q9NQA5,CALM2,TRPV5,True,False,True,True,False,True,3,TRIP:20686800;TRIP:20926660;TRIP:21576356,TRIP,1,1,3,20686800;20926660;21576356
Q9UEF7,Q9NQA5,KL,TRPV5,True,True,False,True,True,False,3,TRIP:16239475;TRIP:18495742;TRIP:18606998,TRIP,1,1,3,16239475;18495742;18606998
P62491,Q9NQA5,RAB11A,TRPV5,True,True,False,True,True,False,1,TRIP:16354700,TRIP,1,1,1,16354700
P60903,Q9NQA5,S100A10,TRPV5,True,True,False,True,True,False,2,Lit-BM-17:12660155;TRIP:12660155,Lit-BM-17;TRIP,2,2,1,12660155
P21980,Q9NQA5,TGM2,TRPV5,True,False,True,True,False,True,1,TRIP:21952826,TRIP,1,1,1,21952826
Q8TDD5,Q9NQA5,MCOLN3,TRPV5,True,True,False,True,True,False,1,TRIP:23469151,TRIP,1,1,1,23469151
Q9NQA5,Q8TDD5,TRPV5,MCOLN3,True,True,False,True,True,False,1,TRIP:23469151,TRIP,1,1,1,23469151
Q9H1D0,Q9NQA5,TRPV6,TRPV5,True,True,False,True,True,False,2,TRIP:12574114;TRIP:19295174,TRIP,1,1,2,12574114;19295174
Q9NQA5,Q9H1D0,TRPV5,TRPV6,True,True,False,True,True,False,2,TRIP:12574114;TRIP:19295174,TRIP,1,1,2,12574114;19295174
P0DP25,Q9H1D0,CALM3,TRPV6,True,False,True,True,False,True,5,TRIP:11248124;TRIP:12765696;TRIP:15123711;TRIP:16959851;TRIP:20926660,TRIP,1,1,5,11248124;12765696;15123711;16959851;20926660
P0DP23,Q9H1D0,CALM1,TRPV6,True,False,True,True,False,True,7,HINT:30116787;HPRD:11248124;TRIP:11248124;TRIP:12765696;TRIP:15123711;TRIP:16959851;TRIP:20926660,HINT;HPRD;TRIP,3,3,6,11248124;12765696;15123711;16959851;20926660;30116787
P0DP24,Q9H1D0,CALM2,TRPV6,True,False,True,True,False,True,5,TRIP:11248124;TRIP:12765696;TRIP:15123711;TRIP:16959851;TRIP:20926660,TRIP,1,1,5,11248124;12765696;15123711;16959851;20926660
Q9UEF7,Q9H1D0,KL,TRPV6,True,True,False,True,True,False,2,TRIP:16239475;TRIP:18495742,TRIP,1,1,2,16239475;18495742
Q86UT5,Q9H1D0,NHERF4,TRPV6,True,True,False,True,True,False,1,TRIP:17645868,TRIP,1,1,1,17645868
Q9BPW8,Q9H1D0,NIPSNAP1,TRPV6,True,False,True,True,False,True,1,TRIP:18392847,TRIP,1,1,1,18392847
P49757,Q9H1D0,NUMB,TRPV6,True,False,True,True,False,True,2,TRIP:23140583;TRIP:24704446,TRIP,1,1,2,23140583;24704446
P18031,Q9H1D0,PTPN1,TRPV6,True,False,True,True,False,True,13,DEPOD:15894168;DEPOD:17197020;HINT:15894168;HINT:17197020;HPRD:15894168;IntAct:15894168;IntAct:17197020;Lit-BM-17:15894168;Lit-BM-17:17197020;SIGNOR:17197020;SPIKE_LC:15894168;TRIP:15894168;TRIP:17197020,DEPOD;HINT;HPRD;IntAct;Lit-BM-17;SIGNOR;SPIKE_LC;TRIP,8,7,2,15894168;17197020
P62491,Q9H1D0,RAB11A,TRPV6,True,True,False,True,True,False,1,TRIP:16354700,TRIP,1,1,1,16354700
P41220,Q9H1D0,RGS2,TRPV6,True,False,True,True,False,True,1,TRIP:16895908,TRIP,1,1,1,16895908
P60903,Q9H1D0,S100A10,TRPV6,True,True,False,True,True,False,6,CellTalkDB:18187190;HPRD:12660155;SPIKE_LC:16189514;TRIP:12660155;TRIP:16189514;TRIP:18187190,CellTalkDB;HPRD;SPIKE_LC;TRIP,4,3,3,12660155;16189514;18187190
Q9GZU5,Q7Z4N2,NYX,TRPM1,True,True,False,True,True,False,1,TRIP:21734298,TRIP,1,1,1,21734298
P0DP25,O94759,CALM3,TRPM2,True,True,False,True,True,False,1,TRIP:16461353,TRIP,1,1,1,16461353
P0DP23,O94759,CALM1,TRPM2,True,True,False,True,True,False,1,TRIP:16461353,TRIP,1,1,1,16461353
P0DP24,O94759,CALM2,TRPM2,True,True,False,True,True,False,1,TRIP:16461353,TRIP,1,1,1,16461353
Q5JVL4,O94759,EFHC1,TRPM2,True,True,False,True,True,False,1,TRIP:22226147,TRIP,1,1,1,22226147
Q12923,O94759,PTPN13,TRPM2,True,False,True,True,False,True,1,TRIP:17251321,TRIP,1,1,1,17251321
P0DP25,Q8TD43,CALM3,TRPM4,True,True,False,True,True,False,1,TRIP:15590641,TRIP,1,1,1,15590641
P0DP23,Q8TD43,CALM1,TRPM4,True,True,False,True,True,False,1,TRIP:15590641,TRIP,1,1,1,15590641
P0DP24,Q8TD43,CALM2,TRPM4,True,True,False,True,True,False,1,TRIP:15590641,TRIP,1,1,1,15590641
P63244,Q9BX84,RACK1,TRPM6,True,False,True,True,False,True,2,SIGNOR:18258429;TRIP:18258429,SIGNOR;TRIP,2,2,1,18258429
Q99623,Q9BX84,PHB2,TRPM6,True,False,True,True,False,True,1,TRIP:19329436,TRIP,1,1,1,19329436
Q96QT4,Q9BX84,TRPM7,TRPM6,True,True,False,False,False,False,3,HPRD:14976260;TRIP:14976260;TRIP:24385424,HPRD;PhosphoPoint;TRIP,3,3,2,14976260;24385424
Q9BX84,Q96QT4,TRPM6,TRPM7,True,True,True,True,True,False,4,HPRD:14976260;ProtMapper:26563869;SIGNOR:24858416;TRIP:24385424,HPRD;ProtMapper;RLIMS-P_ProtMapper;SIGNOR;TRIP;Wang,6,5,4,14976260;24385424;24858416;26563869
Q96QT4,P35579,TRPM7,MYH9,True,False,False,False,False,False,9,Adhesome:16407977;Adhesome:18394644;Adhesome:18675813;KEA:18394644;KEA:18675813;SPIKE_LC:18675813;TRIP:16407977;phosphoELM:18394644;phosphoELM:18675813,Adhesome;KEA;Kinexus_KEA;MIMP;PhosphoSite_MIMP;PhosphoSite_ProtMapper;PhosphoSite_noref;ProtMapper;SPIKE_LC;TRIP;iPTMnet;phosphoELM;phosphoELM_KEA;phosphoELM_MIMP,14,7,3,16407977;18394644;18675813
P63244,Q96QT4,RACK1,TRPM7,True,False,True,True,False,True,1,TRIP:18258429,TRIP,1,1,1,18258429
P28222,Q7Z2W7,HTR1B,TRPM8,True,True,False,True,True,False,1,TRIP:24269608,TRIP,1,1,1,24269608
P35372,Q7Z2W7,OPRM1,TRPM8,True,False,True,True,False,True,1,TRIP:23911290,TRIP,1,1,1,23911290
P17612,Q9GZU1,PRKACA,MCOLN1,True,False,True,True,False,True,4,PhosphoSite:17988215;ProtMapper:17988215;SIGNOR:17988215;TRIP:17988215,MIMP;PhosphoSite;PhosphoSite_MIMP;PhosphoSite_ProtMapper;PhosphoSite_noref;ProtMapper;SIGNOR;SIGNOR_ProtMapper;TRIP;iPTMnet,10,6,1,17988215
